"","screen_name","user_id","created_at","status_id","text","retweet_count","favorite_count","is_quote_status","quote_status_id","is_retweet","retweet_status_id","in_reply_to_status_status_id","in_reply_to_status_user_id","in_reply_to_status_screen_name","lang","source","media_id","media_url","media_url_expanded","urls","urls_display","urls_expanded","mentions_screen_name","mentions_user_id","symbols","hashtags","coordinates","place_id","place_type","place_name","place_full_name","country_code","country","bounding_box_coordinates","bounding_box_type"
"118","heyyou_ca","137716077",2018-01-30 01:43:15,"958153605634170880","@beeonaposy As a support group in a financial institution: Defining the problem!
Business comes with undefined requ… https://t.co/3TJxq6Iiax",0,1,FALSE,NA,FALSE,NA,"958062360811405313","215035672","beeonaposy","en","Twitter for iPhone",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/958153605634170880","beeonaposy","215035672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","beeonaposy","215035672",2018-01-30 01:32:52,"958150992666574848","@robinson_es Haha, this was to help with my talk for the Dallas Data Science Conference, but you're right -- I'm gonna blog 'em too!",0,12,FALSE,NA,FALSE,NA,"958140431883059200","597868047","robinson_es","en","Twitter Web Client",NA,NA,NA,NA,NA,NA,"robinson_es","597868047",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","beeonaposy","215035672",2018-01-30 01:31:50,"958150729843306496","@GeorgeMcInt Great observation. I wonder how many are considered during the interview process.",0,1,FALSE,NA,FALSE,NA,"958140292103720960","250978793","GeorgeMcInt","en","Twitter Web Client",NA,NA,NA,NA,NA,NA,"GeorgeMcInt","250978793",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","masadowski","737483071",2018-01-30 01:28:35,"958149911937138688","@beeonaposy Purely DS: SQL, it’s just a must at most places. In general: business and relationship skills; how to m… https://t.co/ybaSaDY8lP",1,1,FALSE,NA,FALSE,NA,"958062683118624768","215035672","beeonaposy","en","Tweetbot for iΟS",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/958149911937138688","beeonaposy","215035672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","jjhall_77","896166042279587840",2018-01-30 01:26:27,"958149376752353287","@beeonaposy The necessary humility to understand what the data means and represents.",0,2,FALSE,NA,FALSE,NA,"958062360811405313","215035672","beeonaposy","en","Twitter Web Client",NA,NA,NA,NA,NA,NA,"beeonaposy","215035672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","samcq","22951007",2018-01-30 01:21:43,"958148183061876736","@beeonaposy SQL, especially for those that come from social sciences. It's almost never taught in formal education,… https://t.co/jZtd4qagJl",0,2,FALSE,NA,FALSE,NA,"958062360811405313","215035672","beeonaposy","en","Twitter for Android",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/958148183061876736","beeonaposy","215035672",NA,NA,NA,"6057f1e35bcc6c20","admin","South Carolina","South Carolina, USA","US","United States","-83.353955 -78.499301 -78.499301 -83.353955 32.04683 32.04683 35.215449 35.215449","Polygon"
"124","ESiravegna","803397346751119360",2018-01-30 01:21:24,"958148103760220161","@beeonaposy Business know-how. More often than not you'll need at least a basic grasp on how a business works in or… https://t.co/BJh4oQgdnW",0,1,FALSE,NA,FALSE,NA,"958062360811405313","215035672","beeonaposy","en","Twitter Web Client",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/958148103760220161","beeonaposy","215035672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","BC0808","47218404",2018-01-30 01:02:40,"958143389291102208","@beeonaposy @rctatman @timClicks @joelgrus For example I came onto a project late when someone pulled the dataset f… https://t.co/fhhIC9a0MD",0,1,FALSE,NA,FALSE,NA,"958115162468311042","215035672","beeonaposy","en","Twitter for iPhone",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/958143389291102208","beeonaposy rctatman timClicks joelgrus","215035672 101609102 15188612 14092380",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","BC0808","47218404",2018-01-30 01:00:58,"958142964181577728","@beeonaposy @rctatman @timClicks @joelgrus That is also an extensive skill for report writers. That said, I think i… https://t.co/TuuA3xZpgP",0,8,FALSE,NA,FALSE,NA,"958115162468311042","215035672","beeonaposy","en","Twitter for iPhone",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/958142964181577728","beeonaposy rctatman timClicks joelgrus","215035672 101609102 15188612 14092380",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","leach_jim","1320130406",2018-01-30 00:58:21,"958142306665844736","@beeonaposy @kierisi Data manipulation (in any language, but esp SQL). Evaluating simple approaches as well as more… https://t.co/zQk1DeJvje",0,2,FALSE,NA,FALSE,NA,"958062360811405313","215035672","beeonaposy","en","Twitter for Android",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/958142306665844736","beeonaposy kierisi","215035672 2440258777",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","robinson_es","597868047",2018-01-30 00:50:55,"958140431883059200","@beeonaposy You gotta make a blog post with all of these 😄!",0,7,FALSE,NA,FALSE,NA,"958062360811405313","215035672","beeonaposy","en","Twitter for iPhone",NA,NA,NA,NA,NA,NA,"beeonaposy","215035672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","GeorgeMcInt","250978793",2018-01-30 00:50:21,"958140292103720960","@beeonaposy Pretty much all the soft/intangible skills in response to this tweet are non-existent on job listings or at least the ones I see",0,1,FALSE,NA,FALSE,NA,"958062360811405313","215035672","beeonaposy","en","Twitter for iPhone",NA,NA,NA,NA,NA,NA,"beeonaposy","215035672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","tz33cu","271098761",2018-01-30 00:46:19,"958139275085828096","@beeonaposy @robinson_es . Translating a domain question/hypothesis into a data question/hypothesis, understanding… https://t.co/NFjccPejme",3,10,FALSE,NA,FALSE,NA,"958062360811405313","215035672","beeonaposy","en","Twitter for iPhone",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/958139275085828096","beeonaposy robinson_es","215035672 597868047",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","NourozRahman","3252107384",2018-01-30 00:32:05,"958135693145862144","@beeonaposy ****able to ask the right questions***",0,2,FALSE,NA,FALSE,NA,"958062360811405313","215035672","beeonaposy","en","Twitter Web Client",NA,NA,NA,NA,NA,NA,"beeonaposy","215035672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","thatgirljj","4205051",2018-01-30 00:29:12,"958134969376714757","@rctatman @beeonaposy @timClicks @joelgrus Wow... I haven’t heard of that job elsewhere, but it seems like it would be a fun challenge.",0,0,FALSE,NA,FALSE,NA,"958114752995123202","101609102","rctatman","en","Twitter for iPhone",NA,NA,NA,NA,NA,NA,"rctatman beeonaposy timClicks joelgrus","101609102 215035672 15188612 14092380",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","y_s_e","35064970",2018-01-30 00:26:56,"958134397391310848","@beeonaposy Routinely I thank my lucky stars for the decade+ years of physics that have taught me so much about vec… https://t.co/w7IjIrgnQN",0,1,FALSE,NA,FALSE,NA,"958133320323338242","215035672","beeonaposy","en","Twitter for iPhone",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/958134397391310848","beeonaposy","215035672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","JoseM_Arrieta","309844997",2018-01-30 00:25:57,"958134151806423040","@beeonaposy Explain to devs that not all aproaches are deterministic.",0,1,FALSE,NA,FALSE,NA,"958062360811405313","215035672","beeonaposy","en","Twitter for Android",NA,NA,NA,NA,NA,NA,"beeonaposy","215035672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","tonmcg","282661978",2018-01-30 00:25:19,"958133990178938880","@beeonaposy @kierisi Data preparation, visualization, and good writing.

Real world data can be down right nasty. V… https://t.co/VwNNwt1Rz3",0,5,FALSE,NA,FALSE,NA,"958062360811405313","215035672","beeonaposy","en","Twitter for Android",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/958133990178938880","beeonaposy kierisi","215035672 2440258777",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","JoseM_Arrieta","309844997",2018-01-30 00:25:12,"958133960067993600","@beeonaposy Explain hard topics/approaches to non technical people/ Communication in general",0,1,FALSE,NA,FALSE,NA,"958062360811405313","215035672","beeonaposy","en","Twitter for Android",NA,NA,NA,NA,NA,NA,"beeonaposy","215035672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","biolabanalytics","2462816304",2018-01-30 00:24:52,"958133876953530368","@beeonaposy Speaking to a non-technical audience to relay the #insights gleaned from analysis.",0,1,FALSE,NA,FALSE,NA,"958062360811405313","215035672","beeonaposy","en","Twitter for iPhone",NA,NA,NA,NA,NA,NA,"beeonaposy","215035672",NA,"insights",NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","y_s_e","35064970",2018-01-30 00:23:29,"958133530168647681","@chrisderv @beeonaposy This re good software engineering skills.",0,0,FALSE,NA,FALSE,NA,"958067115021557768","226088003","chrisderv","en","Twitter for iPhone",NA,NA,NA,NA,NA,NA,"chrisderv beeonaposy","226088003 215035672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","beeonaposy","215035672",2018-01-30 00:22:39,"958133320323338242","@y_s_e SO MUCH linear algebra!",0,0,FALSE,NA,FALSE,NA,"958132988256059392","35064970","y_s_e","en","Twitter Web Client",NA,NA,NA,NA,NA,NA,"y_s_e","35064970",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","y_s_e","35064970",2018-01-30 00:21:20,"958132988256059392","@beeonaposy Technical skills: writing production level code (preferably the language the back end engineers use). M… https://t.co/rVsYo5ICUA",0,5,FALSE,NA,FALSE,NA,"958062360811405313","215035672","beeonaposy","en","Twitter for iPhone",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/958132988256059392","beeonaposy","215035672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","matthewbrems","3329847106",2018-01-30 00:06:32,"958129265597444096","@beeonaposy The ability to communicate (verbally and in writing!) your results and methods to a non-technical audience.",0,1,FALSE,NA,FALSE,NA,"958062360811405313","215035672","beeonaposy","en","Twitter for iPhone",NA,NA,NA,NA,NA,NA,"beeonaposy","215035672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","iugax","41116657",2018-01-30 00:06:08,"958129163180879873","@beeonaposy I would say communication; attention to the details and be aligned to the company/human needs.",0,3,FALSE,NA,FALSE,NA,"958062360811405313","215035672","beeonaposy","en","Twitter for Android",NA,NA,NA,NA,NA,NA,"beeonaposy","215035672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","beeonaposy","215035672",2018-01-30 00:05:13,"958128935002361856","@jent103 Building respect (and trust) is definitely underrated!",0,5,FALSE,NA,FALSE,NA,"958119765570150400","263000760","jent103","en","Twitter Web Client",NA,NA,NA,NA,NA,NA,"jent103","263000760",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","jtneuro","600277449",2018-01-30 00:05:06,"958128904966934530","@beeonaposy For me: being able to explain what you've done / create a chart in a way that people immediately grasp.… https://t.co/qeQUn1K5h6",1,2,FALSE,NA,FALSE,NA,"958062683118624768","215035672","beeonaposy","en","Twitter Web Client",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/958128904966934530","beeonaposy","215035672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","kierisi","2440258777",2018-01-29 23:59:03,"958127380853338113","@theseatoms @beeonaposy yeeeees! I find that I'm always so eager to show how well the data supports my case, but li… https://t.co/vM0Iwg5Oim",0,2,FALSE,NA,FALSE,NA,"958125571694891008","168736397","theseatoms","en","Twitter Web Client",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/958127380853338113","theseatoms beeonaposy","168736397 215035672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","kierisi","2440258777",2018-01-29 23:55:18,"958126438733041664","@beeonaposy twofold:

1. being a data scientist team of one and building from ground zero

2. developing relationsh… https://t.co/HPOox2tSex",0,9,FALSE,NA,FALSE,NA,"958062683118624768","215035672","beeonaposy","en","TweetDeck",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/958126438733041664","beeonaposy","215035672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","perfy","14007912",2018-01-29 23:54:34,"958126251356569600","@beeonaposy Curiosity. By far.",0,1,FALSE,NA,FALSE,NA,"958062360811405313","215035672","beeonaposy","en","Twitter for iPhone",NA,NA,NA,NA,NA,NA,"beeonaposy","215035672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","theseatoms","168736397",2018-01-29 23:51:52,"958125571694891008","@beeonaposy @kierisi Listening",0,2,FALSE,NA,FALSE,NA,"958062360811405313","215035672","beeonaposy","en","Twitter for Android",NA,NA,NA,NA,NA,NA,"beeonaposy kierisi","215035672 2440258777",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","kaelen_medeiros","719397083824787456",2018-01-29 23:45:31,"958123976877924354","@beeonaposy I wish I had been taught better how to ask questions about datasets and data collection in a productive… https://t.co/Q5spw3K2wC",0,4,FALSE,NA,FALSE,NA,"958062360811405313","215035672","beeonaposy","en","Twitter Web Client",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/958123976877924354","beeonaposy","215035672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","Ninjalytix","1340110171",2018-01-29 23:44:24,"958123694043299840","@beeonaposy @drewconway Sql sql sql!",0,1,FALSE,NA,FALSE,NA,"958062360811405313","215035672","beeonaposy","und","Twitter for Android",NA,NA,NA,NA,NA,NA,"beeonaposy drewconway","215035672 18463930",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","rikturr","1014295296",2018-01-29 23:37:18,"958121905839632389","@beeonaposy Design is a big one for me- goes along with communication. Good design in data visualizations, written… https://t.co/JVhCpPx8Ec",0,4,FALSE,NA,FALSE,NA,"958062360811405313","215035672","beeonaposy","en","Twitter for iPhone",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/958121905839632389","beeonaposy","215035672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","jent103","263000760",2018-01-29 23:29:09,"958119856494333952","@beeonaposy Methods, languages, etc can be learned if people are motivated. Those who have these skills already hav… https://t.co/nv48wHbwnQ",0,3,FALSE,NA,FALSE,NA,"958119765570150400","263000760","jent103","en","Twitter Web Client",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/958119856494333952","beeonaposy","215035672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","jent103","263000760",2018-01-29 23:28:47,"958119765570150400","@beeonaposy Definitely +1 COMMUNICATION. Also, the ability to manage projects &amp; people, as in...

- juggling big pr… https://t.co/VRJyJ2JSKo",8,38,FALSE,NA,FALSE,NA,"958062360811405313","215035672","beeonaposy","en","Twitter Web Client",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/958119765570150400","beeonaposy","215035672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","willmcginniser","935245182693462017",2018-01-29 23:28:37,"958119723794927617","@beeonaposy 1. Problem formulation
2. Shipping things",0,1,FALSE,NA,FALSE,NA,"958062360811405313","215035672","beeonaposy","en","Twitter Web Client",NA,NA,NA,NA,NA,NA,"beeonaposy","215035672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","Ian__Goldsmith","842142873210376192",2018-01-29 23:23:06,"958118334855131136","@beeonaposy Patience.",0,1,FALSE,NA,FALSE,NA,"958062360811405313","215035672","beeonaposy","fr","Twitter Web Client",NA,NA,NA,NA,NA,NA,"beeonaposy","215035672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","tymwol","938747417947705346",2018-01-29 23:21:06,"958117830381178880","@beeonaposy Also handling tiny data &amp; no-data problems like forecasting sales of something that was never sold before etc.",0,1,FALSE,NA,FALSE,NA,"958062360811405313","215035672","beeonaposy","en","Twitter for iPhone",NA,NA,NA,NA,NA,NA,"beeonaposy","215035672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","ArtPugachev","80933943",2018-01-29 23:15:06,"958116320402272256","@beeonaposy @drewconway For a newbie sometimes it is important to see just the numbers and apply models without trying to understand data.",0,0,FALSE,NA,FALSE,NA,"958062360811405313","215035672","beeonaposy","en","Twitter for Android",NA,NA,NA,NA,NA,NA,"beeonaposy drewconway","215035672 18463930",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","apreshill","3199856542",2018-01-29 23:14:36,"958116195722346496","@rctatman @beeonaposy @timClicks @joelgrus plug for @rctatman's awesome 5 day challenge regression challenge using… https://t.co/bSkPJoJZm1",1,3,FALSE,NA,FALSE,NA,"958114752995123202","101609102","rctatman","en","Twitter Web Client",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/958116195722346496","rctatman beeonaposy timClicks joelgrus rctatman","101609102 215035672 15188612 14092380 101609102",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","DataScienceUni","2981642903",2018-01-29 23:13:54,"958116019318525953","@beeonaposy Definitely ""communication"" in the widest sense of the word. No matter how well you do anything it's ess… https://t.co/84cT2Saf1e",0,2,FALSE,NA,FALSE,NA,"958062360811405313","215035672","beeonaposy","en","Twitter for iPhone",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/958116019318525953","beeonaposy","215035672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","beeonaposy","215035672",2018-01-29 23:12:09,"958115577297588224","@tymwol I had never considered this -- would be an interesting question to ask!",0,0,FALSE,NA,FALSE,NA,"958115323978440706","938747417947705346","tymwol","en","Twitter Web Client",NA,NA,NA,NA,NA,NA,"tymwol","938747417947705346",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","tymwol","938747417947705346",2018-01-29 23:11:08,"958115323978440706","@beeonaposy Also reading: I was never asked on a job interview “what data science book would you recommend?”",0,6,FALSE,NA,FALSE,NA,"958062360811405313","215035672","beeonaposy","en","Twitter for iPhone",NA,NA,NA,NA,NA,NA,"beeonaposy","215035672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","beeonaposy","215035672",2018-01-29 23:10:30,"958115162468311042","@rctatman @timClicks @joelgrus Sounds like a very quick way to get to pro-level at data munging. I'm so glad people like you exist!",0,9,FALSE,NA,FALSE,NA,"958114752995123202","101609102","rctatman","en","Twitter Web Client",NA,NA,NA,NA,NA,NA,"rctatman timClicks joelgrus","101609102 15188612 14092380",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","Randhyllcho","554984343",2018-01-29 23:09:01,"958114788302774272","@beeonaposy @rctatman @timClicks @joelgrus Whatever it is I want it.",0,0,FALSE,NA,FALSE,NA,"958113101169164289","215035672","beeonaposy","en","Twitter for iPhone",NA,NA,NA,NA,NA,NA,"beeonaposy rctatman timClicks joelgrus","215035672 101609102 15188612 14092380",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","rctatman","101609102",2018-01-29 23:08:52,"958114752995123202","@beeonaposy @timClicks @joelgrus Originally, finding, cleaning, documenting &amp; uploading public datasets plus a spri… https://t.co/0b3x7Ylt4C",0,24,FALSE,NA,FALSE,NA,"958113101169164289","215035672","beeonaposy","en","Twitter Web Client",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/958114752995123202","beeonaposy timClicks joelgrus","215035672 15188612 14092380",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","beeonaposy","215035672",2018-01-29 23:02:18,"958113101169164289","@rctatman @timClicks @joelgrus BTW, I've never seen a ""data preparation analyst"" title. It sounds like an interesti… https://t.co/ouLV8ugSnU",0,6,FALSE,NA,FALSE,NA,"958112315202654208","101609102","rctatman","en","Twitter Web Client",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/958113101169164289","rctatman timClicks joelgrus","101609102 15188612 14092380",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","rctatman","101609102",2018-01-29 22:59:11,"958112315202654208","@beeonaposy @timClicks @joelgrus  https://t.co/mOqiuneCP0",0,3,FALSE,NA,FALSE,NA,"958111576325836800","215035672","beeonaposy","und","Twitter Web Client","958112309234212864","http://pbs.twimg.com/tweet_video_thumb/DUvmEabVoAAcx9m.jpg","https://twitter.com/rctatman/status/958112315202654208/photo/1",NA,NA,NA,"beeonaposy timClicks joelgrus","215035672 15188612 14092380",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","data_stephanie","957284042633826306",2018-01-29 22:57:30,"958111893423607808","@beeonaposy @nmoorenz I am going to snag that and use it here! I was not familiar before now, the 5 Why’s strategy… https://t.co/XQ5CnFmpSl",0,2,FALSE,NA,FALSE,NA,"958110851482947590","215035672","beeonaposy","en","Twitter for iPhone",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/958111893423607808","beeonaposy nmoorenz","215035672 35411884",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","beeonaposy","215035672",2018-01-29 22:56:15,"958111576325836800","@rctatman @timClicks But have you seen @joelgrus's fizzbuzz in tensorflow? 😉 https://t.co/dweNGZcck8",4,23,FALSE,NA,FALSE,NA,"958111150889037824","101609102","rctatman","en","Twitter Web Client",NA,NA,NA,NA,"joelgrus.com/2016/05/23/fiz…","http://joelgrus.com/2016/05/23/fizz-buzz-in-tensorflow/","rctatman timClicks joelgrus","101609102 15188612 14092380",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","kylewadegrove","148008030",2018-01-29 22:54:37,"958111165405528064","@beeonaposy Ability to listen to and communicate with non-data Scientist stakeholders.",0,1,FALSE,NA,FALSE,NA,"958062360811405313","215035672","beeonaposy","en","Twitter for iPhone",NA,NA,NA,NA,NA,NA,"beeonaposy","215035672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","rctatman","101609102",2018-01-29 22:54:33,"958111150889037824","@timClicks @beeonaposy ""person with a hammer"", maybe? There are some genuinely unnecessary deep learning projects o… https://t.co/a7hqpeprUA",0,16,FALSE,NA,FALSE,NA,"958077906755903488","15188612","timClicks","en","Twitter Lite",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/958111150889037824","timClicks beeonaposy","15188612 215035672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","beeonaposy","215035672",2018-01-29 22:54:16,"958111079028183040","@mpyeager 💯",0,0,FALSE,NA,FALSE,NA,"958110079303274497","18505899","mpyeager","und","Twitter Web Client",NA,NA,NA,NA,NA,NA,"mpyeager","18505899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","beeonaposy","215035672",2018-01-29 22:53:22,"958110851482947590","@data_stephanie @nmoorenz Yes! We've used the five why's (https://t.co/5QqEr74iQw) with product managers and less d… https://t.co/2L4o2w6FGr",5,19,FALSE,NA,FALSE,NA,"958109889078972417","957284042633826306","data_stephanie","en","Twitter Web Client",NA,NA,NA,NA,"en.wikipedia.org/wiki/5_Whys twitter.com/i/web/status/9…","https://en.wikipedia.org/wiki/5_Whys https://twitter.com/i/web/status/958110851482947590","data_stephanie nmoorenz","957284042633826306 35411884",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","mpyeager","18505899",2018-01-29 22:52:45,"958110695069011968","@beeonaposy As for technology specifically, knowing how to properly clean and fuse disparate data and there’s nothi… https://t.co/bVlzd8XjqB",0,1,FALSE,NA,FALSE,NA,"958062360811405313","215035672","beeonaposy","en","Twitter for iPhone",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/958110695069011968","beeonaposy","215035672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","mpyeager","18505899",2018-01-29 22:50:18,"958110079303274497","@beeonaposy Data is greater than model design, model design is greater than parameter optimisation. Know your data,… https://t.co/qCWjmgvhCZ",2,8,FALSE,NA,FALSE,NA,"958062360811405313","215035672","beeonaposy","en","Twitter for iPhone",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/958110079303274497","beeonaposy","215035672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","data_stephanie","957284042633826306",2018-01-29 22:49:33,"958109889078972417","@beeonaposy @nmoorenz This reminds me of a class I taught where I talked about “figuring out what they need” in con… https://t.co/Ze0Bttwpu4",2,33,FALSE,NA,FALSE,NA,"958090714575003653","215035672","beeonaposy","en","Twitter for iPhone",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/958109889078972417","beeonaposy nmoorenz","215035672 35411884",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","SadieRyan","16318973",2018-01-29 22:40:50,"958107698456821760","@beeonaposy Possessing a template data sharing protocol in a program like word, so normal people have an access poi… https://t.co/WLXoYL0ceB",0,1,FALSE,NA,FALSE,NA,"958062360811405313","215035672","beeonaposy","en","Twitter for iPhone",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/958107698456821760","beeonaposy","215035672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","beeonaposy","215035672",2018-01-29 22:38:36,"958107135195394053","@EconAndrew Too soon, or perfect example for a talk I have to give in two weeks? 😬",0,2,FALSE,NA,FALSE,NA,"958106827337748480","845360700","EconAndrew","en","Twitter Web Client",NA,NA,NA,NA,NA,NA,"EconAndrew","845360700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","EconAndrew","845360700",2018-01-29 22:37:23,"958106827337748480","@beeonaposy Knowing where all the secret military bases are so you don’t inadvertently reveal them.

Too soon?",0,5,FALSE,NA,FALSE,NA,"958062360811405313","215035672","beeonaposy","en","Twitter for iPhone",NA,NA,NA,NA,NA,NA,"beeonaposy","215035672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","davesnitty","49033537",2018-01-29 22:35:33,"958106369248329728","@beeonaposy Also: persistence. Onboarding a new data sci in a complex domain is a journey from chaos-&gt;order. Need c… https://t.co/nbxbP5AeKL",0,1,FALSE,NA,FALSE,NA,"958103236405350405","49033537","davesnitty","en","Twitter for iPhone",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/958106369248329728","beeonaposy","215035672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","f_dion","137795666",2018-01-29 22:28:56,"958104703996395520","@nmoorenz @beeonaposy The credit goes to John W. Tukey. I had used it also in the first part of this series, and or… https://t.co/kiIIUV9wyS",0,0,FALSE,NA,FALSE,NA,"958098357892694016","35411884","nmoorenz","en","Twitter Web Client",NA,NA,NA,NA,"twitter.com/i/web/status/9…","https://twitter.com/i/web/status/958104703996395520","nmoorenz beeonaposy","35411884 215035672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
